pub_num,title,buyer,notice_type,cpv,deadline,link,value,currency,languages,duration,country,description,score,bucket,t1_hits,t2_hits,ai_relevant,ai_reason,fetched_date,winner
303490-2026,Denmark – Business and management consultancy services – Rammeaftale - Indkøb af Kapacitetsteam,Energinet | Energinet Eltransmission A/S,can-standard,"79410000, 71314000, 71320000, 71330000",—,https://ted.europa.eu/en/notice/-/detail/303490-2026,,,,4 year,DNK,"Ordregiver ønsker ved etablering af nærværende rammeaftale at have mulighed for at anskaffe fagspecifikke projektspecialister til hele Ordregiver organisation men i særdeleshed til Energinet Eltransmission A/S. Der er løbende et behov for at inddrage konsulentydelser til løsning af forskellige opgaver, både af kortere og længerevarende karakter, inden for Ordregivers anlægs- og driftsprojekter til det danske gas, olie og i særdeleshed elnet. Konsulenttypen, der efterspørges på denne rammeaftale, varierer fra gang til gang og er afhængig af den konkrete opgave. For yderligere detaljer vedrørende opgaverne i de enkelte roller henvises til de til udbudsmaterialet tilhørende bilag 2: ”Ydelsesbeskrivelse”, samt bilag 2B: ”Rollebeskrivelser”. Opgaverne tilrettelægges fra gang til gang afhængig af opgavens art, omfang, tid, prioritering, ressourcebehov, mv. og efterspørges ud fra Bilag 1D: ”Bestilling af konsulent”. Den udbudte rammeaftale har en løbetid på 4 år. Rammeaftalen kan forlænges i 2x24 måneder. Rammeaftalens omfang forventes at udgøre 68 konsulenter årligt. Dog maksimalt 130 konsulenter pr. år. Forbruget opgøres pr. ressource. Mængden kan alene anses som et estimat, og er som følge heraf ikke forpligtende for Ordregiver. Ordregiver forpligter sig i nærværende rammeaftale til min. at aftage konsulenter for 16.000 timer årligt. Tilbudsgiver forpligter sig til minimum at levere konsulenter svarende til 32.000 timer årligt. De 32.000 timer er en forpligtelse i henhold til Ordregivers forecast jf. vilkårene i rammeaftalen.",-2.0,Market intelligence,,,,,2026-05-19,
196419-2026,France – Earthmoving work – 24TRAV24 - ACCORD-CADRE A BONS DE COMMANDE RELATIF AUX TRAVAUX DE CREATION ET DE MISE AUX NORMES DES JEUX D'ENFANTS SUR LA METROPOLE TOULON PROVENCE MEDITERRANEE (2 lots géographiques),Metropole Toulon-Provence-Mediterranee,can-standard,"45112500, 45112723, 45236210, 43325000",—,https://ted.europa.eu/en/notice/-/detail/196419-2026,143215.0,EUR,,12 month,FRA,"LA SEYNE-SUR-MER, SIX-FOURS-LES-PLAGES, OLLIOULES, SAINT-MANDRIER. HYERES, LA VALETTE-DU-VAR, LE PRADET, LA CRAU, LA GARDE, CARQUEIRANNE.",-5.0,Market intelligence,,,,,2026-05-19,
156179-2026,France – Security services – SECURISATION ET GARDIENNAGE DE L'HOPITAL NORD ET IRFSS HOUPHOUET-BOIGNY,ASSISTANCE PUBLIQUE HÔPITAUX DE MARSEILLE,can-standard,"79710000, 79713000, 79714000",—,https://ted.europa.eu/en/notice/-/detail/156179-2026,,,,36 month,FRA,"La consultation est un accord-cadre, mono-attributaire, composite comportant une partie à prix forfaitaires et une partie à prix unitaires. Le marché est décomposé avec une partie forfaitaire dont les prix sont compris au sein de la DPGF et une partie à prix unitaires (BPU) exécutée via l'émission de bons de commande avec un montant maximum. Le montant maximum alloué aux prestations unitaires sur la période initiale s'élève à 10 600 000 (e) HT et 14 130 000 (e) HT sur la durée totale du marché. Pour la réalisation de la prestation de ce contrat, le Pouvoir Adjudicateur souhaite faire réaliser des prestations de sécurisation (ci-après désignés T.F.P) au Titulaire. Lesdits T.F.P à réaliser concernent la réalisation de prestations de sécurisation et de médiation de l'hôpital Nord et IRFSS Houphouët-Boigny",-5.0,Market intelligence,,,,,2026-05-19,
239416-2026,France – Gravimeters – Acquisition d'un gravimètre quantique absolu,CNRS Délégation Régionale Ile de France Meudon,can-standard,38280000,—,https://ted.europa.eu/en/notice/-/detail/239416-2026,,,,12 month,FRA,Ce marché a pour objet l’achat d’un des gravimètres du projet EQUIP-G. Le principe de mesure du gravimètre quantique absolu reposera sur une mesure par interférométrie atomique.,-5.0,Market intelligence,,,,,2026-05-19,
223118-2026,Spain – General management consultancy services – Servicio de apoyo a la verificación administrativa de ayudas a proyectos de I+D+i en cooperación,"Consejero Delegado de Ingeniería de Sistemas para la Defensa de España S.A., S.M.E. y M.P.",can-standard,79411000,—,https://ted.europa.eu/en/notice/-/detail/223118-2026,,,,—,ESP,"El alcance está en las convocatorias RETOS COLABORACIÓN, u otras similares, concedidas por la Agencia Estatal de Investigación (AEI), relativo a la verificación administrativa e in situ de ayudas a proyectos de I+D+i en colaboración entre empresas y organismos de investigación cofinanciadas con fondos europeos y gestionados por la Agencia Estatal de Investigación.",-5.0,Market intelligence,,,,,2026-05-19,
160209-2026,France – Bus station services – Délégation de service public pour la gestion et l'exploitation de la gare routière de Meaux.,COMMUNAUTE D'AGGLOMERATION DU PAYS DE MEAUX,can-standard,63712100,—,https://ted.europa.eu/en/notice/-/detail/160209-2026,2027576.0,EUR,,6 year,FRA,"Le délégataire aura pour mission d'assurer, dans le cadre d'un contrat de délégation de service public, la gestion et l'exploitation de l'équipement. Les prestations assurées par le délégataire, définies précisément dans le programme de la consultation, seront essentiellement les suivantes : - Gérer techniquement, administrativement, financièrement et commercialement la gare routière; - Assurer le paiement de toutes dépenses associées au service (y compris fluides) ; - Assurer la gestion et l'exploitation des emplacements publicitaires ; - Réaliser les investissements utiles ; - Assurer la maintenance, l'entretien et le renouvellement des biens. Le délégataire assurera, sous sa responsabilité, la continuité du service public et contribuera au développement de l'accès à la gare routière en toute sécurité.",-5.0,Market intelligence,,,,,2026-05-19,
201295-2026,"France – Architectural, construction, engineering and inspection services – Maintenance pour le réseau fibre optique départemental de l'Eure",Eure Normandie Numérique,can-modif,"71000000, 50000000, 32000000",—,https://ted.europa.eu/en/notice/-/detail/201295-2026,,,,12 month,FRA,"Le présent accord-cadre a pour objet - de réaliser les travaux relatifs au maintien du réseau de collecte en fibre optique ; - d'assurer les études et les travaux relatifs à des extensions ou modifications des infrastructures passives préexistantes et à des raccordements finaux de locaux professionnels ; - d’assurer la maintenance (préventive et curative) et l'exploitation courante de ce réseau, y compris : o Les armoires de rue, hormis celles dédiées au réseau FttH o Les chambres de télécommunications o Les infrastructures support des câbles o Les câbles de fibre optique o Les boitiers de protection d’épissure (BPE) o Toutes opérations nécessaires aux réparations du réseau en cas de dommage - D'assurer la gestion commerciale, administrative, juridique et financière du réseau.",-5.0,Market intelligence,,,,,2026-05-19,
156237-2026,Sweden – Printed matter and related products – Profilprodukter,Linköpings kommun,can-standard,"22000000, 22460000",—,https://ted.europa.eu/en/notice/-/detail/156237-2026,,,,—,SWE,Upphandlingen avser ett ramavtal som ska tillgodose Linköping kommuns behov av profilprodukter enligt krav och villkor i upphandlingsdokumentet.   Upphandlingen avser ett ramavtal som ska resultera i att två (2) leverantörer förser Linköpings kommun med de varor och tjänster som beskrivs i upphandlingsdokumenten.,-5.0,Market intelligence,,,,,2026-05-19,
151872-2026,"Lithuania – Research consultancy services – 17239 Dalyvavimas EVA procedūroje, kai vykdoma vyresniojo klinikinio eksperto funkcija: Mokslinio patarimo procedūra Nr. 296940, Q 7",Viešoji įstaiga CPO LT,can-standard,73210000,—,https://ted.europa.eu/en/notice/-/detail/151872-2026,,,,—,LTU,"7 dalis, 17239 Dalyvavimas EVA procedūroje, kai vykdoma vyresniojo klinikinio eksperto funkcija: Mokslinio patarimo procedūra Nr. 296940, Q 7",-5.0,Market intelligence,,,,,2026-05-19,
224263-2026,"France – Library books – Accord-cadre à bons de commande : Fourniture de documents audiovisuels, livres et abonnements non scolaires et imprimés pour le réseau des Bibliothèques-de la Ville de Colmar et pour les Bibliothèques Centres Documentaires des écoles maternelles et élémentaires de la Ville de COLMAR",VILLE DE COLMAR,can-standard,"22113000, 22200000, 30234300, 30234400",—,https://ted.europa.eu/en/notice/-/detail/224263-2026,,,,—,FRA,"CDs Vinyles DVD, Blu-Ray et Blu-ray 4K Fictions Adultes Documentaires Adultes Documentaires Dominicains et Alsatiques Livres jeunesse BD et Mangas Périodiques réseau et BCD Littératures et documentaires BCD Livres en allemand BCD",-5.0,Market intelligence,,,,,2026-05-19,
153357-2026,Belgium – Advertising and marketing services – Digitale marketing- en communicatiediensten voor alle spelen van de Nationale Loterij,Loterie Nationale S.A. de droit public,can-standard,"79340000, 79413000, 72420000, 79415200",—,https://ted.europa.eu/en/notice/-/detail/153357-2026,,,,4 year,BEL,"Lot 1 : Production digitale, optimisation du taux de conversion (CRO) et création de concepts digitaux (campagnes sur plateforme et campagnes pour le programme d'avantages du Club de la Loterie Nationale. Lot 2 : Service Design et stratégie de plateforme digitale",-5.0,Market intelligence,,,,,2026-05-19,
153580-2026,Germany – Software package and information systems – TopDesk ITSM Entwicklungsleistungen und Softwarelizenzen,"Bundesrepublik Deutschland, vertreten durch das Bundesministerium des Innern und für Heimat, vertreten durch das Beschaffungsamt des BMI",can-standard,"48000000, 48400000, 48900000",—,https://ted.europa.eu/en/notice/-/detail/153580-2026,,,,24 month,DEU,"Leistungsgegenstand sind Unterstützungsleistungen im Bereich der künstlichen Intelligenz wobei folgende Leistungen Gegestand der Beschaffungen sind: - 1000 TOPdesk ITSM Bearbeiterlizenzen inklusive Support - 300 Personentage Entwicklungsleistungen Es handelt sich um ein Verfahren mit einem Los Für die vertragsgegenständlichen Leistungen wurde ein Gesamtschätzwert in Höhe von 600.000,00 Euro netto, bezogen auf den maximalen Vertragszeitraum von 4 Jahren, ermittelt. Der Höchstwert entspricht dem Gesamtschätzwert. Das Abrufvolumen kann nicht abschließend festgelegt werden.",-5.0,Market intelligence,,,,,2026-05-19,
153600-2026,France – Miscellaneous food products – Fourniture de denrées alimentaires pour le centre de vacances « Les Primevères » situé à Habère-Poche en Haute-Savoie (74),Mairie de Vincennes,can-standard,15800000,—,https://ted.europa.eu/en/notice/-/detail/153600-2026,,,,12 month,FRA,"Légumes, fruits frais Produits laitiers et ovoproduits Produits surgelés et Epicerie",-5.0,Market intelligence,,,,,2026-05-19,
213236-2026,"Ireland – Energy and related services – Open Energy System Model of Ireland, Focusing on Electric Power with Multi-Energy Carrier Extensibility",Sustainable Energy Authority of Ireland,can-standard,"71314000, 48460000, 71356000, 72212460",—,https://ted.europa.eu/en/notice/-/detail/213236-2026,650000.0,EUR,,15 month,IRL,"The Services comprise of the delivery of an automated energy modelling workflow that builds, solves and interrogates a configurable energy system optimisation model, using publicly available datasets, all under Open Licenses. Herein, the term ‘Energy System Model’ refers to all parts of the open energy modelling workflow, including all data, methodologies, assumptions, formulation, software, documentation, metadata, and related deliverables. Upon completion of the deliverables, SEAI’s intention is to release the Energy System Model on public repositories, so that peers in research, teaching and industry, who have an interest in modelling and studying the energy system of Ireland, can use and contribute under the relevant Open Licenses and contributor agreements and guidelines. The Energy System Model must employ an energy system optimisation modelling (ESOM) framework, i.e., one that can endogenously model multi-energy carrier systems and sector coupling, that is fully open source, e.g. Calliope, PyPSA, SpineOpt or Tulipa, amongst others. The sectoral scope in this CfT is the electric power system and the major national infrastructure required to enable deep or full electric power system decarbonisation, e.g. networks for hydrogen and carbon dioxide, and therefore the preference is for those ESOM frameworks whose use cases have demonstrated best practice for electric power system modelling.",-5.0,Market intelligence,,,,,2026-05-19,
126635-2026,Luxembourg – Sewer survey services – Contrat-cadre concernant les travaux de nettoyage et d’inspection des systèmes de drainage et de canalisation sur le réseau ferré luxembourgeois.,Société Nationale des Chemins de Fer Luxembourgeois,can-standard,"90491000, 31310000",—,https://ted.europa.eu/en/notice/-/detail/126635-2026,,,,—,LUX,"Les travaux comprennent en particulier : - Le nettoyage et inspection par machine hydrocureur et/ou conteneur vidéo sur wagon en pleine ligne et en gare et sous tension permanente de la caténaire ; - Le nettoyage mécanique, à la main et l’inspection par caméra de tuyaux de canalisation et de drainage de tous diamètres et matériaux, de caniveaux drainants en béton armé, de regards de visite, de bouches d’égout, d’aqueducs, de buses, de dalots, de traces multitubulaires et de gaines pour câbles ; - Les levés topographiques pour déterminer la position exacte des regards sur le réseau ferré ; - La localisation et marquage des conduites souterraines ; - L’élimination de la boue fécale, polluée, huileuses etc. ; - La location d’un réservoir ASP ou d’un tank mobile ; - L’enregistrement des résultats de l’inspection sur support informatique (format MPEG) (Viewer : Windows Media Player, ProVisual ou similaire) ; - L’élaboration d’un rapport d’inspection avec croquis/plans de situation, graphiqu Les travaux comprennent en particulier : - Le nettoyage et l’inspection par camion ou camionnette dans les cours à marchandises, parkings et alentours de bâtiments ; - Le nettoyage mécanique, à la main et l’inspection par caméra de tuyaux de canalisation et de drainage de tous diamètres et matériaux, de caniveaux drainants en béton armé, de regards de visite, de bouches d’égout, d’aqueducs, de buses, de dalots, de traces multitubulaires et de gaines pour câbles ; - L’élimination de matériaux tenaces avec fraisage ; - Le vidange de fosses septique ; - L’élimination de la boue fécale, polluée, huileuses etc. ; - La location d’un réservoir ASP ou d’un tank mobile ; - La localisation et marquage des conduites souterraines ; - Les levés topographiques pour déterminer la position exacte des regards ; - L’enregistrement des résultats de l’inspection sur support informatique (format MPEG) (Viewer : Windows Media Player, ProVisual ou similaire) ; - L’élaboration d’un rapport d’inspection avec c",-5.0,Market intelligence,,,,,2026-05-19,
290283-2026,France – Non-hazardous refuse and waste treatment and disposal services – EXPLOITATION DE L'UNITE DE VALORISATION ENERGETIQUE DES DECHETS (UVED) DE CONCARNEAU (FR29900),VALCOR VALORISATION CORNOUAILLE,can-standard,"90513000, 90513300",—,https://ted.europa.eu/en/notice/-/detail/290283-2026,36600000.0,EUR,,7 year,FRA,EXPLOITATION DE L'UNITE DE VALORISATION ENERGETIQUE DES DECHETS (UVED) DE CONCARNEAU (FR29900) Principales caractéristiques du marché : - En tranche ferme : Exploitation et maintenance de l'UVED ; Valorisation énergétique des déchets par production de chaleur et d'électricité commercialisées par VALCOR ; - En tranche optionnelle : exploitation et maintenance de la chaine de traitement et de la plateforme de maturation des mâchefers.,-2.0,Market intelligence,,valorisation,,,2026-05-19,
188778-2026,France – Repair and maintenance services of medical equipment – Maintenance des bistouris électriques de marque ERBE pour plusieurs établissements du GHT HPGL,CHU de Lille - ES du GHT HPGL,can-standard,50421000,—,https://ted.europa.eu/en/notice/-/detail/188778-2026,,,,48 month,FRA,L'accord-cadre sera exécuté par l'émission de bons de commande. Les prestations sont réglées par des prix unitaires,-5.0,Market intelligence,,,,,2026-05-19,
196619-2026,"France – Repair, maintenance and associated services of vehicles and related equipment – Entretien mécanique, réparation de carrosserie et acquisition de pièces détachées pour les véhicules de l'agglomération Roissy pays de France",Agglomération Roissy Pays de France,can-standard,"50100000, 50112110, 34300000, 34351100",—,https://ted.europa.eu/en/notice/-/detail/196619-2026,,,,—,FRA,"Fourniture et livraison de pièces détachées et accessoires de carrosserie Fourniture et livraison de pneumatiques Prestations de réparation mécanique et de carrosserie, fourniture de pièces détachées et accessoires Prestations de réparation mécanique et de carrosserie, fourniture de pièces détachées et accessoires",-5.0,Market intelligence,,,,,2026-05-19,
208694-2026,"Netherlands – Engineering services – Beheer en onderhoud, ontwikkeling en toepassing van Verkeers- en vervoersmodellen",Ministerie van Infrastructuur en Waterstaat,can-standard,"71300000, 48460000, 72300000, 73100000",—,https://ted.europa.eu/en/notice/-/detail/208694-2026,194000.0,EUR,,3 year,NLD,"Modelbeheer-en onderhoud: • Opstellen en onderhouden van modeldocumentatie; • Afhandeling van 2de-lijns hulpvragen; • Technische Advisering Opdrachtgever; • Correctief onderhoud; • Update van bijsturingsjaren; • Ondersteunen, controleren en in beheer nemen van inhoudelijke doorontwikkelingen, ook als deze door derden zijn uitgevoerd; • Versiebeheer en releases. Modelontwikkeling: • Theoretische modelformulering op het gebied van autobezit (SPARK); • Ontwikkeling en implementatie van nieuwe modelfunctionaliteiten; • Dataverzameling; • Data-analyse en data-bewerking van deels zeer grote bestanden; • Ontwikkelen van nieuwe methodes voor de data-analyse, databewerking en data-update; • Functionele omschrijving opstellen voor modelwijzingen. Modelbeheer-en onderhoud: • Opstellen en onderhouden van modeldocumentatie; • Afhandeling van 2de-lijns hulpvragen; • Technische Advisering Opdrachtgever; • Correctief onderhoud; • Update van bijsturingsjaren; • Ondersteunen, controleren en in beheer nemen van inhoudelijke doorontwikkelingen, ook als deze door derden zijn uitgevoerd; • Versiebeheer en releases. Modelontwikkeling: • Theoretische modelformulering op het gebied van ruimtelijke vraagstukken (TIGRIS XL); • Ontwikkeling en implementatie van nieuwe modelfunctionaliteiten; • Dataverzameling; • Data-analyse en data-bewerking van deels zeer grote bestanden; • Ontwikkelen van nieuwe methodes voor de data-analyse, databewerking en data-update; • Functionele omschrijving opstellen voor modelwijzingen. Softwarebeheer en -ontwikkeling: • Opstellen en bijstellen van standaards en werkwijze voor software en mogelijk ook databases; • Aanpassingen aan de programmatuur en databases conform standaard werkwijze; • Structurele aanpassingen aan teststraten, dockers en andere elementen die het beheren en ontwikkelen van de modellen binnen de softwarebeheer-en ontwikkelomgeving van de OG ondersteunen; • Ondersteunen en controleren van softwarematige doorontwikkelingen. • Uitvoeren van modelberekeningen met een verantwoording van de werkzaamheden in de vorm van (achtergrond)rapportages; • Adviseren over modelberekeningen en modelinvoer.",-5.0,Market intelligence,,,,,2026-05-19,
211599-2026,"Czechia – Trade-advertising material, commercial catalogues and manuals – Propagační předměty - minitendr č. 14",Centrum pro regionální rozvoj České republiky,can-standard,"22460000, 22462000",—,https://ted.europa.eu/en/notice/-/detail/211599-2026,430000.0,CZK,,6 week,CZE,dodávky propag. předmětů,-5.0,Market intelligence,,,,,2026-05-19,
198770-2026,Slovakia – Computer support and consultancy services – UPJŠ - KIBUK – KYBERNETICKÁ A INFORMAČNÁ BEZPEČNOSŤ,Univerzita Pavla Jozefa Šafárika v Košiciach,can-standard,"72600000, 79417000",—,https://ted.europa.eu/en/notice/-/detail/198770-2026,7872.5,EUR,,4 month,SVK,"Predmetom zákazky je vypracovanie dokumentácie a procesov riadenia informačnej a kybernetickej bezpečnosti, vykonanie auditu kybernetickej bezpečnosti a vykonanie bezpečnostného auditu WEB aplikácií informačného systému AiS 2.",-5.0,Market intelligence,,,,,2026-05-19,
177612-2026,Belgium – Business and management consultancy services – Stakeholders Support Platform,"European Innovation Council and SMEs Executive Agency (EISMEA), EISMEA - European Innovation Council and SMEs Executive Agency",can-standard,"79410000, 72000000, 79000000, 79418000",—,https://ted.europa.eu/en/notice/-/detail/177612-2026,4000000.0,EUR,,36 month,BEL,"The subject of this call for tenders “Stakeholders Support Platform” is to renew and enhance the existing Transition Pathways Stakeholder Support Platform (transition-pathways.europa.eu). The objective is to further develop, maintain and improve the existing Transition Pathways Stakeholder Support Platform to an even more integrated and collaborative tool for industrial ecosystems to support public and private stakeholders in their green and digital transitions, resilience, and competitiveness. Under the renewed – and renamed – ‘Stakeholders Support Platform’, this will be a one stop shop, which provides a user-friendly entry point for stakeholders: - to access actively updated information and links to official and community resources relevant for each ecosystem; - to find constantly updated knowledge on ongoing projects, EU policy implementation, activities, business and best practices and events for each ecosystem; - to provide a means to connect with, engage and work together with the members of the stakeholder community and - to search or to be alerted about topical current funding and learning opportunities or other developments .",-2.0,Market intelligence,,,,,2026-05-19,
194449-2026,France – Health and safety consultancy services – MISSIONS DE COORDINATION SPS pour les opérations de requalification de la ZAE de BUC/LES LOGES,Versailles Grand Parc,can-standard,71317210,—,https://ted.europa.eu/en/notice/-/detail/194449-2026,,,,—,FRA,"Le contrat porte sur les prestations suivantes : Mission de coordination SPS pour les opérations de requalification de la ZAE de Buc. Le contenu des missions de CSPS est défini dans le CCTP et précisé dans chaque bon de commande. Le présent contrat est passé &amp;quot;intuitu personæ&amp;quot; avec le titulaire et leurs salariés agréés par le pouvoir adjudicateur ; la sous-traitance n'est donc pas souhaitée. La forme retenue pour l'exécution du contrat est à bons de commande sans minimum et avec maximum mono-attributaire avec un montant maximum fixé à 80 000,00 euro(s) HT en application de l'article R2162-4 2° du Code de la commande publique. Les prestations du contrat font l'objet d'une décomposition en missions pour chacune des opérations de la requalification définies à l'article 1 du CCTP . Un bon de commande sera notifié pour chaque démarrage de mission. Il pourra être fait application des dispositions de l'article 22 du CCAG-PI relatives à l'arrêt des prestations à l'issue de chaque mission. Le lieu d'exécution des prestations est La ZAE de BUC/LES LOGES. Le contrat est conclu pour une durée allant de la notification du contrat à la réception de la dernière des deux opérations de travaux visées au présent marché. La durée prévisionnelle est de 36 mois. Les délais d'exécution des bons de commandes sont définis à l'article 3 du CCAP. Les prix sont unitaires et les modalités de révision sont définis à l'article 5 du CCAP. Les conditions de réalisation des prestations sont définies à l'article 6 du CCAP. Les pénalités sont définies à l'article 8 du CCAP",-5.0,Market intelligence,,,,,2026-05-19,
194287-2026,France – Cataloguing services – Catalogage du Fonds S bibliothèque centrale de Versailles et prestations associées,Ville de Versailles,can-standard,79995200,—,https://ted.europa.eu/en/notice/-/detail/194287-2026,,,,—,FRA,"La ville de Versailles souhaite le catalogage au format UNIMARC d'environ 6 500 monographies imprimées anciennes (XVIe-début XXe siècles). Il s'effectuera à partir des prises de vues (numérisation) des pages de titres et autres pages signifiantes pour l'identification d'une édition, a minima. Il ne s'agit pas d'un marché de catalogage livre en main. Seule la prise de vue sera effectuée sur site ; le catalogage au format UNIMARC sera effectué dans les locaux du prestataire",-5.0,Market intelligence,,,,,2026-05-19,
222930-2026,Spain – General management consultancy services – Servicios de Asistencia Técnica en el ámbito de Gestión Patrimonial para el Encargo conferido por el INVIED a Isdefe,"Consejero Delegado de Ingeniería de Sistemas para la Defensa de España S.A., S.M.E. y M.P.",can-standard,79411000,—,https://ted.europa.eu/en/notice/-/detail/222930-2026,,,,—,ESP,Servicios de Asistencia Técnica en el ámbito de Gestión Patrimonial para el Encargo conferido por el INVIED a Isdefe,-5.0,Market intelligence,,,,,2026-05-19,
222935-2026,Romania – Safety consultancy services – Servicii de coordonare in materie de securitate si sanatate in conformitate cu prevederile H.G. nr.300/2006 pentru lucrările și obiectivele de investitii derulate de Sectorul 3 al Municipiului București,SECTOR 3 (PRIMARIA SECTOR 3 BUCURESTI),can-standard,79417000,—,https://ted.europa.eu/en/notice/-/detail/222935-2026,,,,48 month,ROU,"Conform Documentatiei de atribuire si a caietului de sarcini se impune incheierea unui acord cadru de servicii avand ca obiect: ,,Servicii de coordonare in materie de securitate si sanatate in conformitate cu prevederile H.G. nr.300/2006 pentru lucrările și obiectivele de investitii derulate de Sectorul 3 al Municipiului București”. Autoritatea Contractantă intenționează să deruleze la nivelul său investiții care șă contribuie în mod activ la dezvoltarea sectorului, la îmbunătățirea nivelului de trai și al confortului locuitorilor Sectorului 3. Aceste măsuri vor necesita ample lucrări de construcții noi, reabilitare, modernizare și dezvoltare a infrastructurii și a clădirilor aflate în administrarea și patrimoniul Sectorului 3 al Municipiului București. Cantitățile estimate de autoritatea contractanta sunt anexate la caietul de sarcini.",-5.0,Market intelligence,,,,,2026-05-19,
197390-2026,France – Sewage work – Marché de travaux pour la construction de la nouvelle STATION D'EPURATION DE LA BIGOTERIE et des travaux de réhabilitation sur le PR du Verger sur la Commune d'ANCENIS-SAINT-GEREON,Cté de Cnes du Pays d'Ancenis,can-standard,"45232420, 45232422, 45111100",—,https://ted.europa.eu/en/notice/-/detail/197390-2026,,,,60 month,FRA,"Le présent marché a pour objet les travaux pour la construction de la nouvelle station d'épuration de la Bigoterie et les travaux de réhabilitation du PR Verger sur la commune d'Ancenis-Saint-Géréon. Les travaux ont pour objet la reconstruction d'une nouvelle Station de Traitement des Eaux Usées (STEU) urbaine pour une capacité nominale de 31 000 équivalents-habitants (EH), en lieu et place de l'actuelle STEU et des travaux de réhabilitation du PR Verger. Les travaux consisteront notamment en : Réutilisation des ouvrages existants suivants, dans les conditions spécifiées au CCTP : tamisage, bassin de stockage restitution de 3000 m3, Construction d'une nouvelle filière de traitement des eaux usées de type boues activées, Construction d'une nouvelle filière de traitement des boues : déshydratation et chaulage, Conservation du bâtiment de stockage des boues déshydratées chaulées et construction d'un nouveau bâtiment complémentaire, Conservation du bâtiment de désodorisation et de ses équipements et pose de réseaux d'extraction neufs sur les ouvrages sensibles, Construction d'un nouveau bâtiment d'exploitation à 2 niveaux, construit en extension du bâtiment existant conservé et réhabilité (accueil public, atelier...), Installation de panneaux photovoltaïques en toiture du nouveau bâtiment de stockage des boues et 4 trackers, Réhabilitation du PR Verger. Le marché comprend l'ensemble : Des études d'exécution, Des travaux de construction d'ouvrages et bâtiments de la nouvelle station d'épuration de la Bigoterie, Des travaux de réhabilitation d'ouvrages et bâtiments conservés sur la nouvelle station , Des travaux de démolition des ouvrages existants non réutilisés, Des travaux de réhabilitation du PR Verger, La mise en service des installations, Des travaux de voirie et d'aménagement paysager, En cas de nouveau permis de construire ou permis modificatif, la réalisation des études et pièces nécessaires pour l'élaboration des dossiers relevant du code de l'urbanisme, ainsi que leur dépôt, le suivi et l'assistance pendant les procédures d'instruction de ceux-ci. Le marché peut être consulté, dans le respect des secrets protégés par la loi et notamment du secret en matière commerciale et industrielle, selon les modalités suivantes : Par consultation gratuite dans les locaux de la Communauté de Communes du Pays d'Ancenis (Pôle Moyens généraux, service juridique marchés publics, Centre Administratif les Ursulines, CS 50201, 44 156 ANCENIS-SAINT-GEREON Cedex du lundi au vendredi sur rendez vous uniquement. Par la délivrance d'une copie sur support papier ou électronique, dans les conditions définies par l'article L3119 du Code des relations entre le public et l'administration. Les demandes de rendez vous ou les demandes de délivrance de copie sont à adresser, par courrier postal, à la Communauté de Communes du Pays d'Ancenis (pôle Moyens Généraux service juridique marchés publics, Centre Administratif les Ursulines, CS 50201, 44156 ANCENIS-SAINT-GEREON Cedex),",-5.0,Market intelligence,,,,,2026-05-19,
126976-2026,"France – Promotional services – Réalisation de prestation(s) globale(s) de diffusion de messages via plusieurs médias (sms - mails - messages vocaux).Il s’agit d’une prestation de service portant sur l’envoi égrené et de masse de sms, mails et messages vocaux. Les conditions administratives d’exécution des prestations sont indiquées dans le CCAP.",Etablissement français du sang,can-standard,"79342200, 64212100, 64216100",—,https://ted.europa.eu/en/notice/-/detail/126976-2026,7656800.0,EUR,,48 month,FRA,"Lot n°1: Routage de SMS vers les donneurs et les promettants au don du sang de l’EFS Prestation(s) de location de fichiers prospects et le routage de mails, de SMS et de messages vocaux (VMS) Campagne marketing via le dépôt de messages vocaux (VMS)",-5.0,Market intelligence,,,,,2026-05-19,
230976-2026,France – Smart card readers – LOCATION ET MAINTENANCE DE TERMINAUX DE PAIEMENT ELECTRONIQUE ET SOLUTIONS LOGICIELLES DE PAIEMENT ELECTRONIQUE,CANUT,can-standard,"30233300, 30231100, 48217000",—,https://ted.europa.eu/en/notice/-/detail/230976-2026,,,,96 month,FRA,LOCATION ET MAINTENANCE DE TERMINAUX DE PAIEMENT ELECTRONIQUE ET SOLUTIONS LOGICIELLES DE PAIEMENT ELECTRONIQUE,-5.0,Market intelligence,,,,,2026-05-19,
196631-2026,Finland – Business and management consultancy and related services – Patentti- ja rekisterihallitus - Johtamisen ja kehittämisen konsultointi 2024-2032 (DPS) - IT-analytiikkapalveluiden hankinta,Patentti- ja rekisterihallitus,can-standard,"79400000, 72000000, 72224000, 73000000",—,https://ted.europa.eu/en/notice/-/detail/196631-2026,850000.0,EUR,,—,FIN,Hankintayksikkö kilpailutti Johtamisen ja kehittämisen konsultointi 2024-2032 (DPS) sisäisenä kilpailutuksena tarjouspyynnön ja sen liitteiden mukaisesti IT-analyytikkopalvelut. Hankintasopimus tulee voimaan 1.4.2026 ja se päättyy 31.3.2031.,-5.0,Market intelligence,,,,,2026-05-19,
